"ALIAS","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Bsub_168_cells_FLT_Rep1_BS-A1","Bsub_168_cells_FLT_Rep2_BS-A2","Bsub_168_cells_FLT_Rep3_BS-A3","Bsub_168_cells_FLT_Rep4_BS-A4","Bsub_168_cells_FLT_Rep5_BS-A5","Bsub_168_cells_FLT_Rep6_BS-C1","Bsub_168_cells_FLT_Rep7_BS-C2","Bsub_168_cells_FLT_Rep8_BS-C3","Bsub_168_cells_FLT_Rep9_BS-C4","Bsub_168_cells_GC_Rep1_BS-A1","Bsub_168_cells_GC_Rep2_BS-A2","Bsub_168_cells_GC_Rep3_BS-A3","Bsub_168_cells_GC_Rep4_BS-A4","Bsub_168_cells_GC_Rep5_BS-A5","Bsub_168_cells_GC_Rep6_BS-C1","Bsub_168_cells_GC_Rep7_BS-C2","Bsub_168_cells_GC_Rep8_BS-C3","Bsub_168_cells_GC_Rep9_BS-C4","Log2fc_(FLT)v(GC)","P.value_(FLT)v(GC)","Adj.p.value_(FLT)v(GC)","Log2fc_(GC)v(FLT)","P.value_(GC)v(FLT)","Adj.p.value_(GC)v(FLT)","All.mean","All.stdev","LRT.p.value","Group.Mean_(FLT)","Group.Mean_(GC)","Group.Stdev_(FLT)","Group.Stdev_(GC)"
"BSU00310","holB","DNA polymerase III clamp loader delta' subunit","NP_387912.1","935949","224308.Bsubs1_010100000155","GO:0006139, GO:0006259, GO:0006260, GO:0006261, GO:0006725, GO:0006807, GO:0008152, GO:0009058, GO:0009059, GO:0009987, GO:0018130, GO:0019438, GO:0034641, GO:0034645, GO:0034654, GO:0043170, GO:0044237, GO:0044238, GO:0044249, GO:0044260, GO:0044271, GO:0046483, GO:0071704, GO:0071897, GO:0090304, GO:1901360, GO:1901362, GO:1901576",14789.9305345789,12576.0406928908,13104.6266140598,12701.2715721473,14194.6126583531,17203.1945695955,18929.7317012942,12839.4295421614,12313.1796193756,12963.7192274347,12388.7427534649,14967.6237816306,15447.5071720257,12005.9549900305,12590.2551952042,13311.5228532462,16278.9013916948,13366.8700529648,0.0610811311449985,0.536210743572153,0.647665349846562,-0.0610811311449985,0.536210743572153,0.647665349846562,13998.5063845641,1919.96189500421,0.647679720842168,"14294.67","13702.34","2322.484","1497.333"
"BSU00320","ricT","subunit of a sporulation, competence and biofilm formation regulatory complex of RNaseY (RicAFT complex / FAD / two [4Fe-4S]2+)","NP_387913.1","937012",NA,"GO:0005622, GO:0005623, GO:0005737, GO:0044424, GO:0044464",18245.2150869397,16047.1309541722,15391.3592707188,15412.8295236781,18035.9705541821,19955.8642483175,22200.4415382348,16503.9599939089,16348.713671139,17305.6744704617,15203.8394389739,17910.7911411097,16894.0635926029,15480.1884133433,16298.2319743383,17058.9226726641,16958.6091156514,17263.8103201028,0.0726919750105733,0.339774074114662,0.461934172606608,-0.0726919750105733,0.339774074114662,0.461934172606608,17139.7564433633,1745.18583322305,0.461823663411584,"17571.28","16708.24","2295.4667"," 885.3917"
"BSU00330","dnaH","subunit of the DNA replication complex","NP_387914.1","937008",NA,"",6189.7693258839,5855.2514757632,5572.01990866238,5758.90710595537,6669.519350251,6856.97615763741,7936.77133406475,5686.57438434151,5834.73475352607,6162.72163678705,5816.36270527547,6476.90850954285,6026.22644558979,6040.47818048644,6165.51498974981,6441.35318355031,6024.45091371432,6197.51298943982,0.0261275281651042,0.708129249584461,0.788630864476859,-0.0261275281651042,0.708129249584461,0.788630864476859,6206.22518612341,550.06952453489,0.788630830776528,"6262.28","6150.17","769.6130","208.8082"
"BSU00340","trmNF","tRNA1(Val) (adenine(37)-N6)-methyltransferase","NP_387915.1","937011",NA,"",2842.43696785428,2732.41477408459,2787.33641397981,3055.12291356028,2985.92985834832,3276.23265703739,3883.91087044004,2762.54089779177,3300.92403770036,3733.0435818441,3692.17394909931,4483.3346285161,3854.30692714963,3862.68620625981,4155.84047380581,4062.19969015752,3857.54022490916,3600.99986047418,-0.353630811699482,2.73614675931576e-06,1.75589244206525e-05,0.353630811699482,2.73614675931576e-06,1.75589244206525e-05,3496.05416294514,540.794548786015,1.81321265475623e-05,"3069.650","3922.458","371.7821","272.3172"
"BSU00350","yazA","putative UvrC-Intron-type (URI) endonuclease","NP_387916.1","937002","224308.Bsubs1_010100000175","",934.559522675689,1167.28591246169,1018.12779269983,1185.04230851079,1148.3981854995,1213.97012611802,1424.62059444432,1117.03521126509,1285.82452003412,1584.44368350011,1473.9243837044,1688.50729185348,1439.63180224297,1459.75747524923,1609.86202848295,1604.90874997046,1542.84173191026,1513.12292062286,-0.407508216137712,5.97507576431511e-08,5.26237599667032e-07,0.407508216137712,5.97507576431511e-08,5.26237599667032e-07,1356.21468006921,225.835647534909,5.5965754307585e-07,"1166.096","1546.333","142.32274"," 82.44057"
"BSU00360","rsmI","16S rRNA 2'-O-ribose C1402 methyltransferase","NP_387917.1","937010","224308.Bsubs1_010100000180","",4323.52020849509,5174.50285142184,4598.31386394702,4848.21159791942,4993.53587168797,5472.1412426382,6079.32912699962,4600.01739447788,5326.72428956303,6662.18321416722,6374.35551379137,6958.53842886861,5791.0742376654,6404.02319935546,6844.26919039966,6797.77861323786,6464.59368312776,6773.1534524491,-0.379303932564949,2.27502626968594e-08,2.18047972341328e-07,0.379303932564949,2.27502626968594e-08,2.18047972341328e-07,5804.79255445625,896.915533713171,2.31909250762279e-07,"5046.255","6563.330","537.1053","355.5099"
"BSU00370","abrB","transcriptional regulator for transition state genes (AbrB-SurF)","NP_387918.1","937009","224308.Bsubs1_010100000185","",41308.9112368659,73202.0324804299,40193.4452442175,38449.1707189233,70286.729338274,72051.1196320465,58330.8528083714,30287.6601566222,38007.6752556345,37897.9332668957,27325.8568922518,19878.896039933,19082.8906979115,16035.7334570208,20657.7419085341,23485.4691437987,28185.1236710742,33194.8374569311,1.03359373871227,2.29723345641451e-07,1.8099910578298e-06,-1.03359373871227,2.29723345641451e-07,1.8099910578298e-06,38214.5599669853,18538.5240321994,2.40570471300549e-06,"51346.40","25082.72","17054.116"," 7174.173"
"BSU00380","metS","methionyl-tRNA synthetase","NP_387919.1","936877","224308.Bsubs1_010100000190","GO:0001677, GO:0003824, GO:0006082, GO:0006139, GO:0006399, GO:0006412, GO:0006413, GO:0006414, GO:0006415, GO:0006518, GO:0006520, GO:0006725, GO:0006807, GO:0008152, GO:0009058, GO:0009059, GO:0009987, GO:0010467, GO:0016043, GO:0016070, GO:0016874, GO:0019538, GO:0019752, GO:0022411, GO:0022607, GO:0022613, GO:0022618, GO:0032984, GO:0034622, GO:0034641, GO:0034645, GO:0034660, GO:0043043, GO:0043170, GO:0043436, GO:0043603, GO:0043604, GO:0043624, GO:0043933, GO:0044085, GO:0044237, GO:0044238, GO:0044249, GO:0044260, GO:0044267, GO:0044271, GO:0044281, GO:0046483, GO:0065003, GO:0071704, GO:0071826, GO:0071840, GO:0090304, GO:0140098, GO:1901360, GO:1901564, GO:1901566, GO:1901576",7594.16907022571,14123.1934184565,11636.2023259039,12342.7582647051,13886.5170486385,10949.5484173267,9093.48341169348,12998.5041424017,14790.1361820683,11662.0874910971,11732.0025404792,14265.6866219012,8889.77584852414,11536.4700962344,13172.8071296363,12090.7706268969,12451.3573162051,12045.1442574872,-0.00581588907986356,0.962487233527114,0.973338821863936,0.00581588907986356,0.962487233527114,0.973338821863936,11958.9230116601,1922.4377269979,0.971703315991513,"11934.95","11982.90","2398.519","1448.902"
"BSU00390","dayD","D-amino acyl-tRNA deacylase","NP_387920.1","936949",NA,"",923.208813155621,1631.38606284986,1448.30568068176,1503.41534576593,1487.97890412804,1256.94050523298,1052.65159399094,1584.22996151002,1738.68459848043,1523.83987460208,1454.19644888757,2009.18626181882,1150.11632681558,1661.30284115599,1856.65012996599,1742.89836338561,1698.76863692708,1529.38025392944,-0.21239354962581,0.0992861737134757,0.174252547444816,0.21239354962581,0.0992861737134757,0.174252547444816,1514.0633668491,277.534059364331,0.174474833209064,"1402.978","1625.149","271.8738","248.9943"
"BSU00400","yabE","putative cell wall shaping enzyme","NP_387921.1","936891","224308.Bsubs1_010100000200","",4900.98888548276,4209.20756580998,3714.892163691,3291.95689509957,4526.91710995454,4351.54413684917,3016.37619628639,2883.38679991274,3478.85506656639,2223.37017995144,1510.11301427517,1830.85650540766,1193.75687958596,1224.68111422579,1502.52004535523,1469.71902030799,1865.42576223423,1871.7035701462,1.226831061641,3.40323266851323e-19,1.79398979240197e-17,-1.226831061641,3.40323266851323e-19,1.79398979240197e-17,2725.9039395079,1247.81820451403,5.640719921198e-17,"3819.347","1632.461","709.8943","338.5868"
"BSU00410","rnmV","ribonuclease M5","NP_387922.1","937001","224308.Bsubs1_010100000205","",3185.2768925364,4027.86605149817,3076.2925835929,3092.90594061336,3586.51719021292,3372.29444729011,3082.1389554746,2362.45268834368,3070.1157777294,3037.61856513718,2876.90348139178,2485.43995565507,2253.87253767002,2226.98805335641,2759.43179791787,2646.197771502,2539.69624493527,2748.07635180228,0.291562810819249,0.00186999894808115,0.00585597973274636,-0.291562810819249,0.00186999894808115,0.00585597973274636,2912.78251592552,470.487052930941,0.00589033980760775,"3206.207","2619.358","450.4626","271.5683"
"BSU00420","rsmA","dimethyladenosine 16S ribosomal RNA transferase","NP_387923.1","936358","224308.Bsubs1_010100000210","GO:0000154, GO:0001510, GO:0003824, GO:0006139, GO:0006364, GO:0006396, GO:0006725, GO:0006807, GO:0008152, GO:0008168, GO:0008173, GO:0008757, GO:0009451, GO:0009987, GO:0010467, GO:0016070, GO:0016072, GO:0016740, GO:0016741, GO:0022613, GO:0031167, GO:0032259, GO:0034470, GO:0034641, GO:0034660, GO:0042254, GO:0043170, GO:0043412, GO:0043414, GO:0044085, GO:0044237, GO:0044238, GO:0044260, GO:0046483, GO:0071704, GO:0071840, GO:0090304, GO:0140098, GO:1901360",7602.33837024474,10716.3158063259,7475.59294742597,7669.66388852099,9128.35715565304,8056.93238089247,7351.5612943508,5632.469452992,7570.87660051625,7688.63048957938,7129.00575626644,6578.13663893639,5741.11365872714,5983.48364749268,7052.6634087848,6278.92566127309,6087.30532747822,7340.73818061379,0.249823862175458,0.016225751836029,0.0379945156689246,-0.249823862175458,0.016225751836029,0.0379945156689246,7282.45059255967,1239.96792224979,0.038153473143057,"7911.568","6653.334","1384.5803"," 677.9713"
"BSU00430","prtG","sporulation-specific protease","NP_387924.1","937005",NA,"",532.568392321573,686.13703820563,553.57621267122,553.836703201128,628.086725765446,572.277775451136,512.546850974335,383.851746666251,594.585306268916,622.996811918919,569.653244437917,583.457953244553,530.047340964936,533.55653642825,634.120671405367,547.161514254382,499.756403415072,555.028768906885,-0.0178903874297103,0.849651065058853,0.892339673901204,0.0178903874297103,0.849651065058853,0.892339673901204,560.735888694551,64.8602250012791,0.891919591517579,"557.4963","563.9755","83.62758","43.84482"
"BSU00440","veg","hypothetical protein","NP_387925.1","936744","224308.Bsubs1_010100000220","",27226.6983659079,70844.4939300711,37709.2115109172,31699.6917411154,63808.568469911,57587.4211559344,41983.3753260668,36035.6704312554,39904.7861077119,43793.984870134,40535.2726108101,22690.8082968893,24960.9675506971,26782.652795026,28738.2651302463,30119.331472882,23773.27128827,31447.0788720761,0.576263111158307,0.00197499857094742,0.0061370481909861,-0.576263111158307,0.00197499857094742,0.0061370481909861,37757.8638847734,13869.3292295448,0.00631125720836386,"45199.99","30315.74","15170.480"," 7348.543"
"BSU00450","sspF","small acid-soluble spore protein (alpha/beta-type SASP)","NP_387926.1","936996","224308.Bsubs1_010100000225","",703.93343451987,769.053949625254,460.413389456323,491.907221976145,718.838872682557,819.585741753204,631.155430259892,527.907485947972,603.858062575001,710.232723999014,678.850115482406,487.528567903828,482.285402579319,502.898913088134,597.692705165339,451.971528821411,491.11406572175,534.222436659448,0.214301794233596,0.098590388742666,0.1731686796321,-0.214301794233596,0.098590388742666,0.1731686796321,592.413891567604,116.427656733194,0.173387140285977,"636.2948","548.5329","126.10386"," 92.57742"
"BSU00460","ispE","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase","NP_387927.1","936970","224308.Bsubs1_010100000230","GO:0003824, GO:0006793, GO:0006796, GO:0008152, GO:0009987, GO:0016301, GO:0016310, GO:0016740, GO:0016772, GO:0016773, GO:0044237",4740.4108756531,3982.45451338933,4383.81685324156,4750.45050678065,3989.75357266786,3917.53569301581,4847.9283259296,4109.70024241355,4392.20465326606,3396.96071875031,3453.6114229967,3059.67723760895,3520.54932544678,2933.38259693345,3117.97608209416,3336.48797260725,3685.53843619118,3054.93951134176,0.404258077668158,9.22904367621764e-10,1.12579078232209e-08,-0.404258077668158,9.22904367621764e-10,1.12579078232209e-08,3815.18769668489,625.917796364183,1.22131264797122e-08,"4346.028","3284.347","366.2535","253.6623"
"BSU00470","purR","transcriptional regulator of the purine biosynthesis operon (PurR-pRpp)","NP_387928.1","937000","224308.Bsubs1_010100000235","",9248.51725295103,8602.86961811805,9617.4477544995,9798.94804224383,8299.17850500153,7914.65437916189,9729.54280543752,8451.57043707939,8999.63759965447,7387.35210665539,7174.60512032523,7925.51834577778,7510.2785722517,7244.13734334218,7333.46590808238,7525.36826867861,8322.48506046317,6594.24407653762,0.267425629434818,6.67018537871921e-06,3.98590834776905e-05,-0.267425629434818,6.67018537871921e-06,3.98590834776905e-05,8204.4345109034,968.219211982831,4.07114466281429e-05,"8962.485","7446.384","682.6877","482.7770"
"BSU00480","ridA","aminoacrylate/iminopropionate hydrolase/deaminase","NP_387929.1","936988",NA,"",7770.6616442235,10111.2071480939,8646.14205898395,8491.66164879246,9486.17912374891,9640.57656598995,8746.47257024199,8650.69646652159,9651.36295149373,8985.00448210322,8490.37098756284,9039.67110033016,7883.05720976052,8453.35286748077,9134.95593711956,8114.18311553853,8935.60102261457,9150.25539903327,0.0543744185268021,0.354056508545048,0.474791708006503,-0.0543744185268021,0.354056508545048,0.474791708006503,8854.52290553519,625.13610027046,0.474677992739265,"9021.662","8687.384","740.1626","468.7686"
"BSU00490","spoVG","regulator required for spore cortex synthesis (stage V sporulation)","NP_387930.1","936959","224308.Bsubs1_010100000245","",5353.591783888,4666.24383255067,4168.53868957248,3485.90037962036,5009.9813985408,8760.20162199488,5145.31659060242,6797.99627145958,6503.31611504868,5714.73013909258,4747.70053896377,4836.72556850575,4485.62824440021,4585.08463634429,5498.01085274878,4287.90301829531,4341.29054265056,6006.23506121084,0.164961402373776,0.263807848156822,0.378534719367097,-0.164961402373776,0.263807848156822,0.378534719367097,5244.13307141611,1213.64548690387,0.378467788571343,"5543.454","4944.812","1589.6245"," 633.6382"
"BSU00500","glmU","bifunctional glucosamine-1-phosphate N-acetyltransferase/UDP-N-acetylglucosamine pyrophosphorylase","NP_387931.1","936139","224308.Bsubs1_010100000255","GO:0003676, GO:0003743, GO:0003824, GO:0005085, GO:0005488, GO:0005515, GO:0005975, GO:0005976, GO:0005977, GO:0005996, GO:0006412, GO:0006629, GO:0006644, GO:0008152, GO:0016740, GO:0016779, GO:0019538, GO:0030234, GO:0044238, GO:0045182",8770.86597526798,9844.29523441573,9729.04636244003,10144.5585941856,9396.61002134409,8459.47717651476,6155.34231422266,7115.8059500152,9202.13017716062,6831.50349340776,8131.53112426716,8168.86468156106,6296.62877877851,9057.58989030425,8760.07443912039,7690.78002652022,6744.60954417459,7706.98126639969,0.183824268773512,0.0790103172266874,0.144988679933598,-0.183824268773512,0.0790103172266874,0.144988679933598,8233.70528056113,1240.46829881986,0.145237206731615,"8757.57","7709.84","1332.7835"," 935.9909"
"BSU00510","prs","phosphoribosylpyrophosphate synthetase","NP_387932.1","936985","224308.Bsubs1_010100000260","GO:0003824, GO:0005622, GO:0005623, GO:0005737, GO:0006139, GO:0006163, GO:0006164, GO:0006725, GO:0006753, GO:0006793, GO:0006796, GO:0006807, GO:0008152, GO:0009058, GO:0009117, GO:0009165, GO:0009987, GO:0016740, GO:0016772, GO:0018130, GO:0019438, GO:0019637, GO:0019693, GO:0032991, GO:0034641, GO:0034654, GO:0044237, GO:0044238, GO:0044249, GO:0044271, GO:0044281, GO:0044424, GO:0044464, GO:0046390, GO:0046483, GO:0055086, GO:0061695, GO:0071704, GO:0072521, GO:0072522, GO:0090407, GO:1901135, GO:1901137, GO:1901293, GO:1901360, GO:1901362, GO:1901564, GO:1901566, GO:1901576, GO:1902494, GO:1990234",6048.51474007422,7800.06340464245,7756.52226063472,8482.50353440619,7340.49545207885,5784.76942281059,4679.54346755695,6094.94380189359,7362.44799608398,5667.35586917266,6887.58015873485,7564.71772696803,5170.97282609103,9072.56557789166,7989.56101024756,7385.79850039453,5726.63268153145,6286.78181527493,-0.00945687121231079,0.94177093142445,0.959761032070763,0.00945687121231079,0.94177093142445,0.959761032070763,6838.98723591601,1207.4090344205,0.95931952889152,"6816.645","6861.330","1221.717","1266.565"
"BSU00520","ctc","ribosomal protein BL25 (Ctc), binding 5S RNA","NP_387933.1","936984","224308.Bsubs1_010100000265","GO:0001677, GO:0003676, GO:0003723, GO:0005488, GO:0005622, GO:0005623, GO:0005737, GO:0005829, GO:0005840, GO:0006412, GO:0006413, GO:0006414, GO:0006415, GO:0006518, GO:0006807, GO:0008152, GO:0009058, GO:0009059, GO:0009987, GO:0010467, GO:0015934, GO:0016043, GO:0019538, GO:0019843, GO:0022411, GO:0022607, GO:0022613, GO:0022618, GO:0022625, GO:0022626, GO:0032984, GO:0032991, GO:0034622, GO:0034641, GO:0034645, GO:0043043, GO:0043170, GO:0043226, GO:0043228, GO:0043229, GO:0043232, GO:0043603, GO:0043604, GO:0043624, GO:0043933, GO:0044085, GO:0044237, GO:0044238, GO:0044249, GO:0044260, GO:0044267, GO:0044271, GO:0044391, GO:0044422, GO:0044424, GO:0044444, GO:0044445, GO:0044446, GO:0044464, GO:0065003, GO:0071704, GO:0071826, GO:0071840, GO:0097159, GO:1901363, GO:1901564, GO:1901566, GO:1901576, GO:1990904",62327.5357450731,68011.796701678,44680.5781504484,44848.7893873429,66632.1251120023,70964.5688964207,55883.9656371489,51252.1866620713,51571.6773295503,53619.5717936794,68021.536577405,40963.4462018685,51559.0241798781,25491.5197068419,35010.2747025254,37094.4378986459,44214.120335732,64441.2421551899,0.296042169191365,0.0761054569849063,0.140943104780077,-0.296042169191365,0.0761054569849063,0.140943104780077,52032.6887318612,12987.6753937431,0.141359580326801,"57352.58","46712.80"," 9996.75","13958.21"
"BSU00530","pth","peptidyl-tRNA hydrolase","NP_387934.1","936740","224308.Bsubs1_010100000270","GO:0003824, GO:0016787, GO:0016788, GO:0052689, GO:0140098",9941.56792056499,9720.89008360328,7553.91278305942,6936.88900371451,9511.14713491788,10757.4047748444,12022.3908613866,7180.34836825595,7366.01919304751,8512.30090887461,10138.2917160543,7751.21822314053,9010.68256768298,5232.31791887537,6300.76435887098,6219.92982804772,9285.34256923285,9781.59200959639,0.165108937198995,0.260451497130667,0.37492822798914,-0.165108937198995,0.260451497130667,0.37492822798914,8512.38945687613,1797.63269699639,0.374956279291246,"8998.952","8025.827","1810.367","1748.371"
"BSU00540","fin","protein required for the switch from F to G during sporulation (anti sigma F)","NP_387935.1","936978",NA,"",3341.02592962684,3187.95500034505,2639.49793440879,2337.43728630315,3124.33377143281,3440.45213625096,4041.8705044511,2478.88412103348,2418.88675266245,2997.73844780921,3214.55238369748,2685.26425890669,3140.44090799476,2026.07867418762,2348.12296636192,2233.69391708831,3186.20155221196,3394.76442255076,0.0985326297690628,0.449510467323726,0.569339409899211,-0.0985326297690628,0.449510467323726,0.569339409899211,2902.06672040685,529.604020836258,0.569228230977635,"3001.149","2802.984","572.7969","495.8181"
"BSU00550","mfd","transcription-repair coupling factor","NP_387936.1","936653","224308.Bsubs1_010100000280","GO:0003676, GO:0003824, GO:0004386, GO:0004518, GO:0005488, GO:0006139, GO:0006259, GO:0006281, GO:0008152, GO:0016787, GO:0016788, GO:0044238, GO:0006725, GO:0006807, GO:0006950, GO:0006974, GO:0009987, GO:0016462, GO:0016817, GO:0016818, GO:0017111, GO:0033554, GO:0034641, GO:0043170, GO:0044237, GO:0044260, GO:0046483, GO:0050896, GO:0051716, GO:0071704, GO:0090304, GO:0090305, GO:0097159, GO:1901360, GO:1901363",34197.809803828,26414.9577694302,29132.7768952412,32001.8607462647,25852.6257081584,27765.2987989834,35398.0048391581,28273.7017264526,29360.5356091867,29470.8762150116,28669.9730894077,37196.3049043616,33260.0012798966,27348.1842053375,28880.2312047096,31382.7831522366,37263.5276558202,29005.801939092,-0.0737522167258464,0.392586670563237,0.514463976695475,0.0737522167258464,0.392586670563237,0.514463976695475,30604.1808634765,3529.65449117586,0.514344111066673,"29821.95","31386.41","3347.955","3726.754"
